can_id,dlc,timestamp,byte_0,byte_1,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,payload_sum,payload_mean,payload_max,payload_min,non_zero_bytes,message_frequency,time_interval,repeated_message,label,ml_prediction,anomaly_score,ml_anomaly,status,rule_frequency,rule_timing,rule_payload,rule_repetition,rule_score,rule_anomaly,rule_status,combined_anomaly,detection_status,severity,severity_reason
259,8,1767261.6018,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6019,0,8,0,0,0,0,0,0,8,1.0,8,0,1,20,0.0004999998491257,0,0,1,-0.0049790668436209,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.602,7,80,0,0,0,0,0,0,87,10.875,80,0,2,20,0.0004999998491257,0,0,-1,0.0358052894352382,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6021,61,0,0,0,0,0,0,0,61,7.625,61,0,1,20,0.0005000000819563,0,0,1,-0.0815223907057028,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6022,86,0,0,0,0,0,0,0,86,10.75,86,0,1,20,0.0005000000819563,0,0,1,-0.0001582899502589,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6023,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6024,0,7,0,0,0,0,0,0,7,0.875,7,0,1,20,0.0005000000819563,0,0,1,-0.0485075688908523,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6025,7,128,0,0,0,0,0,0,135,16.875,128,0,2,20,0.0005000000819563,0,0,-1,0.0737334108061141,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6026,63,0,0,0,0,0,0,0,63,7.875,63,0,1,20,0.0005000000819563,0,0,1,-0.0780955661255036,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6027,85,0,0,0,0,0,0,0,85,10.625,85,0,1,20,0.0004999998491257,0,0,1,-0.0511981418492894,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6028,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6029,0,6,0,0,0,0,0,0,6,0.75,6,0,1,20,0.0005000000819563,0,0,1,-0.0674096898037706,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.603,7,96,0,0,0,0,0,0,103,12.875,96,0,2,20,0.0004999998491257,0,0,-1,0.0382743487306866,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6031,65,0,0,0,0,0,0,0,65,8.125,65,0,1,20,0.0004999998491257,0,0,1,-0.0677493215214392,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6032,84,0,0,0,0,0,0,0,84,10.5,84,0,1,20,0.0005000000819563,0,0,1,-0.0806235311894206,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6033,1,0,0,0,0,0,0,0,1,0.125,1,0,1,20,0.0005000000819563,0,0,1,-0.0142040219472128,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6034,0,4,0,0,0,0,0,0,4,0.5,4,0,1,20,0.0004999998491257,0,0,1,-0.0606964289875133,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6035,7,64,0,0,0,0,0,0,71,8.875,64,0,2,20,0.0005000000819563,0,0,-1,0.0082917565879875,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6036,67,0,0,0,0,0,0,0,67,8.375,67,0,1,20,0.0005000000819563,0,0,1,-0.0421207766434475,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6037,83,0,0,0,0,0,0,0,83,10.375,83,0,1,20,0.0005000000819563,0,0,1,-0.0859680786222043,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6038,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6039,0,2,0,0,0,0,0,0,2,0.25,2,0,1,20,0.0005000000819563,0,0,1,-0.0439962080109579,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.604,7,32,0,0,0,0,0,0,39,4.875,32,0,2,20,0.0005000000819563,0,0,-1,0.0142102258126596,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6041,66,0,0,0,0,0,0,0,66,8.25,66,0,1,20,0.0005000000819563,0,0,1,-0.0612860032443769,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6042,82,0,0,0,0,0,0,0,82,10.25,82,0,1,20,0.0004999998491257,0,0,1,-0.0841961502691532,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6043,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6044,255,254,0,0,0,0,0,0,509,63.625,255,0,2,20,0.0005000000819563,0,0,-1,0.2494813642278712,1,Suspicious,1,1,1,0,3,1,Suspicious,1,Suspicious,Critical,"high message frequency, short message interval, suspicious payload, ML anomaly"
256,8,1767261.6045,7,0,0,0,0,0,0,0,7,0.875,7,0,1,20,0.0004999998491257,0,0,-1,0.0261150515061915,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6046,64,0,0,0,0,0,0,0,64,8.0,64,0,1,20,0.0004999998491257,0,0,1,-0.0735780636126628,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6047,81,0,0,0,0,0,0,0,81,10.125,81,0,1,20,0.0005000000819563,0,0,1,-0.0632308251456002,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6048,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6049,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,-1,0.0529437968284518,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
256,8,1767261.605,6,224,0,0,0,0,0,0,230,28.75,224,0,2,20,0.0005000000819563,0,0,-1,0.097622381992466,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6051,62,0,0,0,0,0,0,0,62,7.75,62,0,1,20,0.0005000000819563,0,0,1,-0.0789907597273561,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6052,82,0,0,0,0,0,0,0,82,10.25,82,0,1,20,0.0005000000819563,0,0,1,-0.0841961502691532,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6053,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6054,0,3,0,0,0,0,0,0,3,0.375,3,0,1,20,0.0005000000819563,0,0,1,-0.05650127718927,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6055,6,192,0,0,0,0,0,0,198,24.75,192,0,2,20,0.0005000000819563,0,0,-1,0.0768727551891295,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6056,60,0,0,0,0,0,0,0,60,7.5,60,0,1,20,0.0004999998491257,0,0,1,-0.0855657425583986,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6057,83,0,0,0,0,0,0,0,83,10.375,83,0,1,20,0.0004999998491257,0,0,1,-0.0859680786222043,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6058,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6059,0,5,0,0,0,0,0,0,5,0.625,5,0,1,20,0.0005000000819563,0,0,1,-0.0674153094216417,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.606,6,160,0,0,0,0,0,0,166,20.75,160,0,2,20,0.0004999998491257,0,0,-1,0.1007881209268863,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6061,58,0,0,0,0,0,0,0,58,7.25,58,0,1,20,0.0005000000819563,0,0,1,-0.0893329898278044,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6062,84,0,0,0,0,0,0,0,84,10.5,84,0,1,20,0.0005000000819563,0,0,1,-0.0806235311894206,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6063,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6064,0,6,0,0,0,0,0,0,6,0.75,6,0,1,20,0.0004999998491257,0,0,1,-0.0674096898037706,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6065,6,128,0,0,0,0,0,0,134,16.75,128,0,2,20,0.0005000000819563,0,0,-1,0.0602952023786023,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6066,56,0,0,0,0,0,0,0,56,7.0,56,0,1,20,0.0005000000819563,0,0,1,-0.0768666806262475,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6067,85,0,0,0,0,0,0,0,85,10.625,85,0,1,20,0.0004999998491257,0,0,1,-0.0511981418492894,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6068,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6069,0,7,0,0,0,0,0,0,7,0.875,7,0,1,20,0.0005000000819563,0,0,1,-0.0485075688908523,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.607,6,96,0,0,0,0,0,0,102,12.75,96,0,2,20,0.0005000000819563,0,0,-1,0.0406222976183484,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6071,54,0,0,0,0,0,0,0,54,6.75,54,0,1,20,0.0004999998491257,0,0,1,-0.0728243194917716,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6072,84,0,0,0,0,0,0,0,84,10.5,84,0,1,20,0.0005000000819563,0,0,1,-0.0806235311894206,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6073,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6074,0,8,0,0,0,0,0,0,8,1.0,8,0,1,20,0.0005000000819563,0,0,1,-0.0049790668436209,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6075,6,64,0,0,0,0,0,0,70,8.75,64,0,2,20,0.0004999998491257,0,0,-1,0.0208321891190108,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6076,52,0,0,0,0,0,0,0,52,6.5,52,0,1,20,0.0005000000819563,0,0,1,-0.0627683337512363,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6077,83,0,0,0,0,0,0,0,83,10.375,83,0,1,20,0.0005000000819563,0,0,1,-0.0859680786222043,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6078,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6079,0,7,0,0,0,0,0,0,7,0.875,7,0,1,20,0.0004999998491257,0,0,1,-0.0485075688908523,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.608,6,32,0,0,0,0,0,0,38,4.75,32,0,2,20,0.0005000000819563,0,0,-1,0.0534734354715286,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6081,50,0,0,0,0,0,0,0,50,6.25,50,0,1,20,0.0005000000819563,0,0,1,-0.0555763713820789,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6082,82,0,0,0,0,0,0,0,82,10.25,82,0,1,20,0.0004999998491257,0,0,1,-0.0841961502691532,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6083,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6084,0,5,0,0,0,0,0,0,5,0.625,5,0,1,20,0.0005000000819563,0,0,1,-0.0674153094216417,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6085,6,0,0,0,0,0,0,0,6,0.75,6,0,1,20,0.0005000000819563,0,0,-1,0.0221002841434571,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6086,48,0,0,0,0,0,0,0,48,6.0,48,0,1,20,0.0004999998491257,0,0,1,-0.0470405055135342,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6087,81,0,0,0,0,0,0,0,81,10.125,81,0,1,20,0.0005000000819563,0,0,1,-0.0632308251456002,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6088,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0005000000819563,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6089,0,4,0,0,0,0,0,0,4,0.5,4,0,1,20,0.0005000000819563,0,0,1,-0.0606964289875133,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.609,5,224,0,0,0,0,0,0,229,28.625,224,0,2,20,0.0004999998491257,0,0,-1,0.1118626397493243,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6091,46,0,0,0,0,0,0,0,46,5.75,46,0,1,20,0.0005000000819563,0,0,1,-0.0340218437062195,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6092,80,0,0,0,0,0,0,0,80,10.0,80,0,1,20,0.0005000000819563,0,0,1,-0.0365410437052418,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6093,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0.0004999998491257,0,0,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6094,0,3,0,0,0,0,0,0,3,0.375,3,0,1,20,0.0004999998491257,0,0,1,-0.05650127718927,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767261.6095,5,192,0,0,0,0,0,0,197,24.625,192,0,2,20,0.0005000000819563,0,0,-1,0.0981073195943026,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval, ML anomaly"
257,8,1767261.6096,44,0,0,0,0,0,0,0,44,5.5,44,0,1,20,0.0005000000819563,0,0,1,-0.006663151400395,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767261.6097,79,0,0,0,0,0,0,0,79,9.875,79,0,1,20,0.0004999998491257,0,0,1,-0.0038383342530539,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767261.6098,1,0,0,0,0,0,0,0,1,0.125,1,0,1,20,0.0005000000819563,0,0,1,-0.0142040219472128,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767261.6099,0,2,0,0,0,0,0,0,2,0.25,2,0,1,20,0.0005000000819563,0,0,1,-0.0439962080109579,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767265.2,6,240,0,0,0,0,0,0,246,30.75,240,0,2,79,0.0,0,1,-1,0.2228840210383318,1,Suspicious,1,0,0,0,1,1,Suspicious,1,Suspicious,Critical,"high message frequency, ML anomaly"
257,8,1767265.2001,55,0,0,0,0,0,0,0,55,6.875,55,0,1,19,0.0,0,1,-1,0.0800839223999854,1,Suspicious,1,0,0,0,1,1,Suspicious,1,Suspicious,Medium,"high message frequency, ML anomaly"
258,8,1767265.2002,82,0,0,0,0,0,0,0,82,10.25,82,0,1,19,0.0,0,1,-1,0.0778828740374706,1,Suspicious,1,0,0,0,1,1,Suspicious,1,Suspicious,Medium,"high message frequency, ML anomaly"
259,8,1767265.2003,0,0,0,0,0,0,0,0,0,0.0,0,0,0,19,0.0,0,1,-1,0.1451693566272334,1,Suspicious,1,0,0,0,1,1,Suspicious,1,Suspicious,Medium,"high message frequency, ML anomaly"
260,8,1767265.2004,0,5,0,0,0,0,0,0,5,0.625,5,0,1,19,0.0,0,1,-1,0.0894646854265103,1,Suspicious,1,0,0,0,1,1,Suspicious,1,Suspicious,Medium,"high message frequency, ML anomaly"
256,8,1767265.2005,7,8,0,0,0,0,0,0,15,1.875,8,0,2,79,0.0005000000819563,0,1,-1,0.0702766312284531,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,Critical,"high message frequency, short message interval, ML anomaly"
257,8,1767265.2006,57,0,0,0,0,0,0,0,57,7.125,57,0,1,19,0.0005000000819563,0,1,1,-0.0810502591899064,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767265.2007,83,0,0,0,0,0,0,0,83,10.375,83,0,1,19,0.0004999998491257,0,1,1,-0.0859680786222043,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767265.2008,0,0,0,0,0,0,0,0,0,0.0,0,0,0,19,0.0005000000819563,0,1,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767265.2009,0,6,0,0,0,0,0,0,6,0.75,6,0,1,19,0.0005000000819563,0,1,1,-0.0674096898037706,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767265.201,7,32,0,0,0,0,0,0,39,4.875,32,0,2,79,0.0004999998491257,0,1,-1,0.0142102258126596,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,Critical,"high message frequency, short message interval, ML anomaly"
257,8,1767265.2011,58,0,0,0,0,0,0,0,58,7.25,58,0,1,19,0.0004999998491257,0,1,1,-0.0893329898278044,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767265.2012,84,0,0,0,0,0,0,0,84,10.5,84,0,1,19,0.0005000000819563,0,1,1,-0.0806235311894206,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
259,8,1767265.2013,0,0,0,0,0,0,0,0,0,0.0,0,0,0,19,0.0005000000819563,0,1,1,-0.0956885795143373,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
260,8,1767265.2014,0,8,0,0,0,0,0,0,8,1.0,8,0,1,19,0.0004999998491257,0,1,1,-0.0049790668436209,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
256,8,1767265.2015,7,56,0,0,0,0,0,0,63,7.875,56,0,2,79,0.0005000000819563,0,1,-1,0.0179888596073134,1,Suspicious,1,1,0,0,2,1,Suspicious,1,Suspicious,Critical,"high message frequency, short message interval, ML anomaly"
257,8,1767265.2016,60,0,0,0,0,0,0,0,60,7.5,60,0,1,19,0.0005000000819563,0,1,1,-0.0855657425583986,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
258,8,1767265.2017,85,0,0,0,0,0,0,0,85,10.625,85,0,1,19,0.0005000000819563,0,1,1,-0.0511981418492894,0,Normal,1,1,0,0,2,1,Suspicious,1,Suspicious,High,"high message frequency, short message interval"
