timestamp,can_id,dlc,payload,label,attack_type
2026-01-01 10:00:03.500,0x100,8,07 40 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.600,0x101,8,43 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.700,0x102,8,53 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:03.900,0x104,8,00 02 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.000,0x100,8,07 20 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.100,0x101,8,42 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.200,0x102,8,52 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.400,0x104,8,FF FE 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.500,0x100,8,07 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.600,0x101,8,40 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.700,0x102,8,51 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:04.900,0x104,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.000,0x100,8,06 E0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.100,0x101,8,3E 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.200,0x102,8,52 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.400,0x104,8,00 03 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.500,0x100,8,06 C0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.600,0x101,8,3C 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.700,0x102,8,53 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:05.900,0x104,8,00 05 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.000,0x100,8,06 A0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.100,0x101,8,3A 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.200,0x102,8,54 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.400,0x104,8,00 06 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.500,0x100,8,06 80 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.600,0x101,8,38 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.700,0x102,8,55 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:06.900,0x104,8,00 07 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.000,0x100,8,06 60 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.100,0x101,8,36 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.200,0x102,8,54 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.400,0x104,8,00 08 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.500,0x100,8,06 40 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.600,0x101,8,34 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.700,0x102,8,53 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:07.900,0x104,8,00 07 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.000,0x100,8,06 20 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.100,0x101,8,32 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.200,0x102,8,52 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.400,0x104,8,00 05 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.500,0x100,8,06 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.600,0x101,8,30 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.700,0x102,8,51 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.800,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:08.900,0x104,8,00 04 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.000,0x100,8,05 E0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.100,0x101,8,2E 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.200,0x102,8,50 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.300,0x103,8,00 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.400,0x104,8,00 03 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.500,0x100,8,05 C0 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.600,0x101,8,2C 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.700,0x102,8,4F 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.800,0x103,8,01 00 00 00 00 00 00 00,normal,none
2026-01-01 10:00:09.900,0x104,8,00 02 00 00 00 00 00 00,normal,none
